date,instrument,horizon_days,question,p,check_date,outcome,notes
2026-08-17,ONON,14,ONON closes above 32.22 on 2026-08-31,0.51,2026-08-31,0,"[insider] [fund] Largest PRICEABLE cluster logged today: 2 insiders, $3.99M, well clear of the $100k INS-002 headline floor. p=0.51 is the unconditional 14-session up-close rate and is NOT tilted for the cluster, because the lab's own standing verdict forbids it: 669 mature events, median abnormal -0.010%, win rate 49.6%, week-clustered t=1.31, bootstrap 95% CI [-0.36%, +1.90%] containing zero. There is no established insider edge, so a cluster buys no probability. The +0.01 over 0.50 is the long-only drift term, nothing more. Reference price 32.22 is the 2026-08-14 SETTLED close, not today's live partial bar - the sweep runs ~2h into the session and Yahoo's last daily row is an intraday quote until the close. stale_quote=no. RESOLUTION RULE, mechanical: Yahoo chart endpoint, close on (or first settled close after) 2026-08-31; YES iff that close > 32.22. | RESOLVED 2026-09-01 by resolve_forecasts.py off close 28.50 on 2026-08-31"
2026-08-18,CDNL,14,CDNL closes below 40.71 on 2026-09-01,0.50,2026-09-01,1,"[insider] [fund] Reference = today's Yahoo daily close 40.71 (call-date close, same bar written to the ledger row logged today). CDNL is the largest cluster in today's feed: 6 insiders, $8.25M, the only >=$5M cluster logged since 07-17. PRIOR CARRIED EXPLICITLY (INS directive 2026-08-17): REGISTRY.md standing verdict is 669 events, median abnormal -0.010%, win rate 49.6%, week-clustered t=1.31, bootstrap 95% CI [-0.36%, +1.90%] containing zero -- NO established insider edge. Today's collector re-ran the study on 870 events (669 mature) and reached the same verdict: all week-clustered |t| < 2.67. Two-sided: FOR BELOW -- CDNL has run +17.5% in four sessions (35.97 -> 34.66 -> 39.42 -> 40.71), so a 14-day question is asked after the move the insiders bought into, and attribution's 'bought the run-up (>10%)' stratum is n=3 on ONE entry date, which proves nothing in either direction. FOR ABOVE -- big-dollar multi-insider clusters are exactly where the hypothesis says signal should live, and the equity drift base rate over 14 days is mildly positive. p=0.50 EXACTLY, and that is not laziness: the lab's own pre-registered verdict is that this signal has no edge, so a cluster-driven question is one the book is on record as having no view about. Deliberately a BELOW shape -- 8 of the 11 forecast rows are 'closes above', a shape carrying a built-in above-50% base rate. RESOLUTION RULE, mechanical: fetch https://query1.finance.yahoo.com/v8/finance/chart/CDNL?range=3mo&interval=1d after 2026-09-01; take the close on 2026-09-01, or the first close after it if 09-01 has no bar; YES iff that close is strictly below 40.71. If CDNL is unfetchable or delisted, resolve NO and record that it was unfetchable. || NOT RESOLVED 2026-09-01 08:35 PDT — DEFERRED ONE RUN, Firm Brain §9. check_date is TODAY and the US session is OPEN (06:30 PDT open, run 08:35 PDT). Yahoo returns a 2026-09-01 bar reading 37.37, but that is a MARK, not a close — the tape carries NO bar later than it, which is the settledness test this desk adopted on 08-31 (a bar is settled when the name's own tape carries a LATER bar; no clock, no timezone, no session assumption). Resolving now would record a partial permanently, which is the aggravating half of §9. The 08-31 settled close was 36.98, already BELOW the 40.71 threshold, so the likely resolution is YES — and filing it early anyway would be recording a mark that happens to agree with me, which is the same defect. This row resolves on the NEXT run off the settled 2026-09-01 close. Standing latency, SCHED-001 shape, disclosed not hidden. | RESOLVED [insider] 2026-09-02: CDNL closed 36.01 on 2026-09-01 vs threshold 40.71 -> closed BELOW -> YES (1). Deferred one run deliberately: on 2026-09-01 the check date's session was still open and resolving it then would have recorded a mark, not a result (Firm Brain §9). SETTLEDNESS PROVEN: CDNL's own tape now carries a LATER bar (2026-09-02) after the 09-01 bar, so the 09-01 close is final. Noted for honesty: the likely resolution was YES when it was deferred and it resolved YES — the deferral cost nothing and was still correct, because a rule that only binds when it changes the answer is not a rule."
2026-08-19,NVRI,10,NVRI closes above 19.66 on 2026-09-02,0.51,2026-09-02,1,"[insider] [fund] Reference = last COMPLETE daily close 2026-08-18, NVRI 19.66; the run fired 08:27 PDT with the US session live, so today's bar is intraday and is not used (SCORE-001: a check or a reference must be a settled close, not whatever quote the sweep happened to hold). SUBJECT: Enviri Corp, today's largest headline-stratum cluster at 2 insiders / $0.159M, and the only one in the batch that includes an officer rather than directors alone -- Director Haznedar bought 4,875 sh at 20.461 on 08-17, CFO Minan bought 2,946 sh across two lots at 20.43 and 19.50 on 08-18 (filed 08-19, a one-day Form 4 lag). THE FEATURE WORTH RECORDING: our reference 19.66 is BELOW two of the three insider lots, i.e. the run-up between their purchase and our call is NEGATIVE (about -3.9% against the director's price). Most rows in this book are logged after the Form 4 has already moved the stock; this one is not, and the attribution table's 'bought the run-up (>10%)' stratum therefore does not describe it. TWO-SIDED: FOR -- a CFO adding on the day the stock made a 3-month-area low, at a price above where it now trades, is the shape the cluster hypothesis is actually about, and NVRI at 19.66 is near the bottom of its 17.45-23.86 three-month range. AGAINST -- and this governs -- the lab's pre-registered standing verdict is 669 events, median abnormal -0.010%, win rate 49.6%, week-clustered t=1.31, bootstrap 95% CI containing zero: NO EDGE. The attribution strata that look supportive ('CEO buying n=3 hit 100%', 'big cluster n=1 hit 100%') are n=1 to n=3 on a SINGLE entry date, which is one observation wearing three hats, and the headline stratum's 80% is 4-of-5 on one date. None of that moves a 669-event null. NVRI has also closed lower on 6 of its last 8 sessions and SPY itself is -1.3% over four sessions, so the tape is not helping a long-only question. p = 0.51, one point above the standing 49.6% win rate and nothing more -- a cluster-driven question is one this book is on record as having no view about. RESOLUTION RULE, mechanical: read the Yahoo daily chart for NVRI after 2026-09-02; YES iff the settled close on 2026-09-02 exceeds 19.66. If 09-02 is a market holiday or the bar is unavailable, resolve from the first subsequent settled close and record which date was used. | DEFERRED [insider] 2026-09-02 08:35 PT: check date is TODAY and the US session is OPEN (NVRI's tape carries a live 2026-09-02 bar with no later bar behind it). Resolving now would record a mark, not a result (Firm Brain §9); the council KEPT this deferral behaviour on 09-01. Resolves on the next run, off the settled 09-02 close. | [insider] RESOLVED 2026-09-03: NVRI 2026-09-02 close 22.79 > 19.66 -> YES. Settled by S9: a later 2026-09-03 bar exists on the name's own tape. Filed at 0.51 and it resolved on a +15.9% month I had no read on -- a 0.51 that lands is not information."
2026-08-20,REFI,14,REFI closes above 10.59 on 2026-09-03,0.51,2026-09-03,1,"[insider] Reference = last COMPLETE daily close (2026-08-19, 10.59); the run fired 08:27 PDT = 11:27 ET with the US session live, so today's bar is intraday and unusable -- the same discipline the FUNC row was just scored under. Subject is today's largest fresh cluster: REFI, 2 insiders, $0.725M deduplicated open-market. p sits at roughly the 14-day up-close base rate because this lab's own event study re-ran on today's pass at 974 events / 669 mature and again returned NO significant edge at any horizon (all week-clustered |t| < 2.67, the Bonferroni threshold for 5 horizons); that null is the prior I am required to price off, and one $0.725M cluster is not evidence against it. Two-sided and I claim no read: REFI has risen three complete sessions running (10.27 -> 10.37 -> 10.59) into the reference, which is neither a validated continuation nor a validated reversion signal in this book. RESOLUTION RULE, mechanical: Yahoo daily bar for REFI on 2026-09-03; YES iff that settled close exceeds 10.59. If 09-03 has no bar, resolve from the first subsequent settled close and record which date was used. | DEFERRED 2026-09-03 08:xx PT [insider], Firm Brain S9: check_date is TODAY and the US market is OPEN, so the 09-03 bar (10.87 at read time) is a LIVE PARTIAL, not a close. A bar chosen by date is not a bar that has closed. NOT scored today. S11 census run before deferring rather than after: the only scheduled writer of this file is bin/resolve_forecasts.py (launchd com.anupam.grade-all-due, 13:40 daily), whose freeze key is `if cd >= today: continue` (line 43) AND `if outcome: continue` (line 40) -- i.e. it already implements the S11 guard `check_date < today OR outcome`, and it re-derives from SETTLED daily closes. So this deferral does not hand the row back to a live-reading writer: 13:40 TODAY will skip it, and 13:40 TOMORROW will resolve it off the settled 09-03 close. Deferral is safe here and self-closing; that is a measured statement about this file's writers, not an assumption. || RESOLVED 2026-09-04 [insider]: REFI 2026-09-03 close 10.86 vs threshold 10.59 -> YES, outcome=1. SETTLED PER FIRM BRAIN S9, and this is the row that shows why the deferral was right: yesterday I refused to score it off the live 09-03 print of 10.87 and deferred. Today the 09-03 bar is proven closed by a later 09-04 bar on REFI's own tape and it settled at 10.86 -- one cent BELOW the live number I declined to use. The direction of the answer was identical either way, so the deferral bought nothing this time; that is luck of direction, not the guard working, and it is exactly the comfort S11 warns against taking. SAFETY OF THE DEFERRAL, verified not assumed: ~/bin/resolve_forecasts.py:43 freezes on `cd >= today` AND outcome (line 40), so the row was skipped by the 13:40 run yesterday and was never at risk of being rewritten from a live source."
2026-08-21,IAUX,14,IAUX closes above 1.76 on 2026-09-04,0.50,2026-09-04,,"[insider] [fund] Reference = the SETTLED 2026-08-20 close, 1.76. The run fires 08:31 PDT / 11:31 ET with the US session live, so today's bar is intraday and was NOT used for the reference (SCHED-001 discipline, same as the ledger rows logged today). IAUX is the largest cluster logged today: 2 insiders, $1.627M, comfortably in the headline >=$100k stratum. p = 0.50 EXACTLY, and the exactness is the point. This lab's own event study re-ran on today's pass -- 947 events, 669 mature -- and again returned the honest null: no significant edge at any horizon after market adjustment and cluster-robust inference (week-clustered |t| all below the 2.67 Bonferroni threshold; the naive t=3.09 dissolves to 1.11 once the 947 events are clustered into the 55 weeks they actually occupy). A lab whose own study says the signal predicts nothing has no business filing anything but the base rate on a fresh cluster. Two-sided anyway: FOR above -- IAUX has run 1.58 -> 1.73 -> 1.76 -> 1.80 intraday over four sessions, so insiders bought into strength and the tape has confirmed; AGAINST -- it is a sub-$2 gold micro-cap where a 14-day distribution is wide enough that the run-up carries no information, and this lab's attribution table shows 'bought the run-up (>10%)' at n=3 on ONE entry day, which proves nothing. Calibration check: insider-radar is n=3 resolved forecasts, every bin far below n=30, so no bin adjustment is permitted and none was made; the 0.40-0.50 bin's -0.46 gap is one observation and is noise. RESOLUTION RULE, mechanical: read the Yahoo daily chart for IAUX; YES iff the SETTLED close on 2026-09-04 exceeds 1.76. If 2026-09-04 is not a trading day or the bar is unavailable, resolve from the first subsequent settled close and record which date was used."
2026-08-24,BABA,15,BABA closes above 119.34 on 2026-09-08,0.51,2026-09-08,,"[insider] [fund] Reference = last COMPLETE daily close 2026-08-21 (119.34); the run fired 08:28 PDT = 11:28 ET with the US session live, so today's bar is intraday and unusable -- same convention as every row in this file. Subject: BABA is the LARGEST PRICEABLE CLUSTER this book has ever logged -- 2 insiders, $15.27M -- and it is worth stating plainly that the two clusters above it in dollar terms (HPS $10.50M, VISTA $6.23M) were both unpriceable and sit in exclusions.csv, so the refusal set still skews to the TOP of the dollar distribution (n=7 excluded). This is the first time the largest cluster on the board is also scoreable. Two-sided and I claim no read: FOR above -- $15.27M is three orders of magnitude above the $0.05M rows logged the same morning and is exactly the conviction the size hypothesis is about; AGAINST -- BABA fell -8.6% into this reference in a single session (130.53 on 08-20 -> 119.34 on 08-21) and this lab has NO validated post-drop study, and more importantly the lab's OWN event study re-ran today at 953 events / 669 mature and returned the honest null for the fourth time (naive t +3.31 dissolving to week-clustered +1.29 against a 2.67 Bonferroni threshold). That null is the prior I am required to price off, so p sits at roughly the 15-day up-close base rate and the $15.27M gets NO tilt. If size matters it has to show up in the forward record, not in my prior. CALIBRATION CHECK: ~/command-center/council/calibration_table.json (written 2026-08-24) contains ONLY a stock-radar entry -- insider-radar has no row in it -- so no bin is actionable and no adjustment was possible. stale_quote=no on all five rows logged today. RESOLUTION RULE, mechanical: Yahoo daily close for BABA on 2026-09-08; YES iff > 119.34. If 2026-09-08 is a market holiday or has no settled bar, use the first subsequent settled close and record which date was used. Resolves one run late by SCHED-001 (this lab fires 11:2x ET with the session live), which is a standing condition, not a deferral."
2026-08-25,ODYS,16,ODYS closes above 3.68 on 2026-09-10,0.51,2026-09-10,,"[insider] [fund] Reference = last COMPLETE daily close 2026-08-24 (3.68); the run fired 08:28 PDT = 11:28 ET with the US session live, so today's bar is intraday and unusable -- same convention as every row in this file. Subject: ODYS is the largest of the four priceable clusters logged today (3 insiders, $3.85M) and the only one in the headline >=$100k stratum alongside CORZ ($244k); GEVO ($96k) and CWBC ($8k) are sub-floor. Two-sided and I claim no read: FOR above -- three separate insiders and $3.85M in a $3-handle name is a large cluster relative to the company, which is the shape the size hypothesis is about; AGAINST -- this lab's own event study re-ran on today's collector pass at 962 events / 670 mature and returned the honest null for the fifth consecutive time (no significant edge at any horizon; the naive t reaches +2.98 but clustered by week it is +1.11 against a 2.67 Bonferroni threshold), and a sub-$4 stock has quote noise that swamps any 16-day drift. DISTANCE LESSON APPLIED FROM TODAY'S BRVE RESOLUTION: that row asked for a threshold 8.7% above its reference and still filed p=0.52. This one asks about the reference itself (0% distance), so the unconditional near-coin-flip is the honest number rather than an inconsistent one. p=0.51. CALIBRATION CHECK: ~/command-center/council/calibration_table.json (written 2026-08-25) contains ONLY a stock-radar entry -- insider-radar has no row in it, so no bin is actionable and no adjustment was made or was possible. NOTE ON THE STALE-QUOTE TOOL: run with --asof 2026-08-25, stale_quote.py's window printed 2026-08-20..2026-08-25, i.e. it INCLUDED today's unsettled bar. All four rows returned `no` and none is near flipping, so nothing was mispriced, but the INS-006 window is documented as ending at the call date's COMPLETE bar and on a live-session run that bar does not exist yet. Disclosed, not fixed. RESOLUTION RULE, mechanical: read the Yahoo daily chart for ODYS; YES iff the SETTLED daily close dated 2026-09-10 exceeds 3.68. If 2026-09-10 has no settled bar, resolve from the first subsequent settled close and record which date was used."
2026-08-26,PRE,9,PRE closes above 24.50 on 2026-09-09,0.36,2026-09-09,,"[insider] [fund] DISCHARGES THE BRVE LESSON the council left open on 08-25: this row asks for a level AWAY from spot, so the distance-to-threshold arithmetic is shown BEFORE the p rather than a direction being priced at 0.5x. Reference S = 23.25, the SETTLED 2026-08-25 close (the US session is open at write time, 08:30 PDT, so today's bar does not exist yet). K = 24.50, which is +5.38% away (ln(K/S) = 0.0524). PRE's realised daily log-vol over its last 60 complete bars is 4.99%, so over the 9 sessions to 2026-09-09 sigma = 4.99% * sqrt(9) = 14.97%. z = 0.0524 / 0.1497 = 0.350, and under zero drift p(YES) = 1 - Phi(0.350) = 0.363. Filed at 0.36. Deliberately NOT 0.5x: BRVE asked for a level 8.7% out of the money, was filed at 0.52 on direction alone, and resolved 0 -- the distance was the whole answer there and it was ignored. No drift tilt is added: this lab's own event study is the honest null (669 mature events, week-clustered |t| < 2.67, CI containing zero), so an insider cluster earns no upward adjustment to the unconditional distribution. CALIBRATION CHECK: calibration_table.json holds insider-radar at n=5, base 0.200, Brier skill -0.5531; the 0.4-0.5 bin is n=1 and the 0.5-0.6 bin is n=4, both far under n=30, so NO bin is actionable and no adjustment was permitted. RESOLUTION RULE, mechanical: Yahoo daily chart for PRE, the settled close on 2026-09-09; YES iff that close exceeds 24.50. If 2026-09-09 has no settled bar, resolve from the first subsequent settled close and record which date was used."
2026-08-27,NGL,13,NGL closes above 18.36 on 2026-09-09,0.28,2026-09-09,,"[insider] [fund] DISTANCE-TO-THRESHOLD ARITHMETIC FIRST, p SECOND (the PRE-row shape the council asked be used on every row this book files). ANCHOR IS SETTLED (council 08-26 ask): S = 17.20, the 2026-08-26 settled close. This run fired 08:25 PT = 11:25 ET with the US session live, so today's 17.205 print is intraday and was NOT used to anchor anything -- the same discipline the 08-26 run used (PRE anchored 23.25 = the 08-25 close, not the 08-26 tape). THRESHOLD 18.36 is NGL's own 2026-08-17 close, its highest of the last three weeks, and sits +6.74% above the anchor -- deliberately NOT an 'above today's close' question, which prices at z=0 and tests nothing. ARITHMETIC: ln(18.36/17.20) = 0.0653. Realised daily sigma 4.00% over 9 sessions -> 12.01% over the 9-session horizon to 2026-09-09 (08-28, 08-31, 09-01..09-04, 09-08, 09-09; 09-07 is Labor Day), giving z = 0.543 and P(above) = 0.29 under a zero-drift lognormal. The 20-session sigma is 3.33% -> 9.99%, giving z = 0.653 and P = 0.26; the 9-session figure is inflated by the single +7.2% 08-24->08-25 session, so the two bracket the honest answer rather than one being right. p = 0.28, the midpoint, and NO insider tilt is added on top -- the lab's own event study (970 events, 669 mature, fifth consecutive null, week-clustered |t| < 2.67 at every horizon) says a Form 4 cluster does not move a forward return, so adding a bump for the $5.7M cluster would be pricing a hypothesis this lab has repeatedly failed to confirm. THE CLUSTER CHOSE THE INSTRUMENT, NOT THE DIRECTION. CALIBRATION CHECK: ~/command-center/council/calibration_table.json (2026-08-27, now merged across ten labs) reads insider-radar n=6, brier_skill -0.1119, bins n=1 and n=5 -- both far below n=30, so NO bin is actionable and no adjustment was made. The -0.1119 is a statement about n=6 and nothing else. Note this is the book's FIRST row below 0.36 and only its second under 0.46: the 0.2-0.3 bin is empty, and a book that only ever files 0.46-0.55 cannot be measured for resolution. RESOLUTION RULE, mechanical: pull NGL's 2026-09-09 settled daily close from the Yahoo chart endpoint; YES iff it exceeds 18.36. If 09-09 has no bar (halt, split-day hole), the row is DEFERRED and stated as deferred, not resolved off a substituted bar -- INS-012 is still open and unruled."
2026-08-28,MAIR,5,MAIR closes above 27.17 on 2026-09-04,0.50,2026-09-08,,"[insider] [fund] THRESHOLD IS A SETTLED CLOSE, and CHECK_DATE IS ONE SESSION LATE ON PURPOSE (council 08-27 instruction, adopting stock-radar's construction). 27.17 is MAIR's COMPLETE 2026-08-27 close, not today's tape -- this run fires 08:29 PT = 11:29 ET, mid-session, so today's bar does not exist yet and anchoring to it would repeat the AMRC/MTDR defect. The question reads 2026-09-04 (Fri) and check_date is 2026-09-08 (Tue): 09-07 is Labor Day, so 09-08 is the first run that can read the 09-04 settled close. This is the first row in this book that cannot resolve late by construction. INSTRUMENT: MAIR is today's largest new cluster -- 2 insiders, $0.557M open-market, alongside $219.0M reported non-open-market, the largest non-open-market figure this feed has carried. Two-sided: FOR above -- the name ran 24.97 -> 27.99 -> 28.51 over three sessions (+14%) into the cluster and insiders were buying through it; AGAINST -- it has given back two sessions since (28.51 -> 27.17 -> 26.43 intraday), so the threshold sits ABOVE where the stock is trading right now, and a spike-and-fade is exactly the shape that does not recover in five sessions. p = 0.50: genuinely no view. Not 0.52, because the threshold is above the current print rather than at it, which is a real handicap this book should not paper over with the unconditional drift. CALIBRATION CHECK: ~/command-center/council/calibration_table.json (2026-08-28, ten labs) reads insider-radar n=7, brier_skill -0.2199, bins n=1 (gap -0.46) and n=6 (said 0.512, happened 0.333, gap -0.178). Both gaps are large and both are FAR below n=30, so NO bin is actionable and no adjustment was made or permitted. Worth saying out loud rather than burying: this lab's forecast book is the worst-calibrated on the desk (skill -0.22 on 7 rows) and it has been over-optimistic in the one bin it uses. At n=7 that is noise; if the 0.5-0.6 bin still reads ~0.33 at n=30 it becomes actionable and this book will have to file below 0.50 by rule. RESOLUTION RULE, mechanical: on the 2026-09-08 run read MAIR's SETTLED 2026-09-04 daily close from the Yahoo chart endpoint; YES iff it exceeds 27.17. If 09-04 is a holiday or the bar is null, resolve from the first subsequent settled close and record which date was used."
2026-08-31,BLX,8,BLX closes above 54.54 on 2026-09-08,0.51,2026-09-08,,"[insider] Reference 54.54 = BLX's 2026-08-28 SETTLED close, deliberately not today's mid-session print (run 08:35 PDT, US session open). BLX is today's largest new cluster: 2 insiders, $178,020 open-market, both above 53.00, filed 08-24 and 08-31. Two-sided and close to a coin flip on purpose - the lab's standing verdict is that there is NO established insider edge (669 events, week-clustered t=1.31, bootstrap CI contains zero), so a cluster is not a reason to lean, and BLX is already trading BELOW the 54.54 anchor intraday. Calibration checked: insider-radar 0.5-0.6 bin is n=6, said 0.512, happened 0.333, actionable=false (n<30) - no adjustment permitted, and tuning on 6 observations would be curve-fitting. Noted for the record that this lab's Brier skill is -0.42 on n=9, i.e. its forecasts have been worse than the base rate; the remedy under the rule is more observations, not a hand-applied haircut."
2026-09-01,HWKN,14,HWKN closes above 120.27 on 2026-09-15,0.51,2026-09-15,,"[insider] [fund] Reference = the 2026-08-31 SETTLED close 120.27, not today's live tape. SETTLEDNESS, Firm Brain §9, named explicitly: HWKN's own tape carries a LATER bar (2026-09-01, currently printing 120.53 while the session is OPEN at 08:35 PDT), which is what proves the 08-31 bar closed. Today's bar is deliberately NOT used anywhere — as an anchor it would be a mark, and §5/§9 both forbid that. This is the same anchoring the council KEPT on 08-31's five rows and it is applied to today's five ledger rows too. INSTRUMENT: HWKN, the largest of the seven clusters in today's feed with a price — 2 insiders, $261,576, headline stratum (>= $100k). CHOSEN FOR INDEPENDENCE from the eleven open forecast rows (XAIR, CDNL, NVRI, REFI, IAUX, BABA, ODYS, PRE, NGL, MAIR, BLX): HWKN is specialty chemicals/water treatment, a sector this book has never filed on, and it is a profitable mid-cap rather than the micro-cap and biotech names that dominate the open list. PRIOR CARRIED EXPLICITLY: REGISTRY.md's standing verdict is that there is NO established insider edge — 669 events, median abnormal -0.010%, win rate 49.6%, week-clustered t=1.31, bootstrap 95% CI [-0.36%, +1.90%] containing zero. Today's collector re-ran the study on 963 events (669 mature) and returned the same verdict: no significant edge at any horizon after market adjustment and cluster-robust inference. TWO-SIDED. FOR above: two insiders, a quarter-million dollars, in a name sitting 0.07% below a rising 08-28 print and holding a two-week uptrend (117.67 -> 120.35 -> 120.27). AGAINST above: $261k across two insiders in a $2B-ish company is small relative to their likely net worth, the standing verdict says clusters predict nothing, and 14 days is short enough that this is close to a coin flip on daily noise. p = 0.51, essentially the unconditional 14-session up-close rate, DELIBERATELY UNTILTED — the lab has no validated driver and its own event study says so. CALIBRATION CHECK, and this one is uncomfortable: calibration_table.json (as_of 2026-08-31) reads insider-radar n=9, base_rate 0.222, brier_skill **-0.4228**, reliability 0.0969. The 0.5-0.6 bin is n=6, said 0.512, happened 0.333, gap -0.178; the 0.4-0.5 bin is n=3, said 0.477, happened 0.000, gap -0.477. BOTH bins read `actionable: false` because n<30, so NO adjustment is made or permitted — but the direction is consistent across both bins and across nine rows: this book has been systematically OVER-confident on upside. Recording that plainly rather than quietly shading p downward, because shading on n=9 is exactly the curve-fitting the rule forbids. If the sign persists past n=30 the halfway adjustment becomes mandatory. RESOLUTION RULE, mechanical: on 2026-09-15 read Yahoo's daily close for HWKN on that date; YES iff it exceeds 120.27. Resolve only once a LATER bar exists on HWKN's tape — if the run happens while 09-15 is still open, defer to the next run, as CDNL was deferred today."
2026-09-02,WIX,30,WIX closes above 88.38 on 2026-10-02,0.51,2026-10-02,,"[insider] [fund] Instrument = a name with a cluster logged TODAY. WIX: 6 insiders, $0.186M open-market — the largest INSIDER COUNT in today's feed, and at $186k it sits ABOVE the $100,000 headline floor (INS-002), so this row is headline-stratum. REFERENCE PRICE IS A SETTLED CLOSE, NOT A MARK (Firm Brain §9): 88.38 is the 2026-09-01 close, and WIX's own tape carries a later bar (the live 2026-09-02 bar) proving 09-01 had closed. This lab does NOT anchor to the live session — the same discipline as every price_at_call it has written (HWKN 120.27 = the 08-31 close, logged 09-01). p = 0.51, DELIBERATELY UNTILTED. The standing verdict is quoted in full and is the reason: 969 events, 669 mature, median abnormal -0.010%, win rate 49.6%, week-clustered t=1.31, bootstrap 95% CI [-0.36%, +1.90%] containing zero — NO established insider edge. Six insiders buying is not six pieces of evidence; it is one filing event (Firm Brain §4). CALIBRATION, and the council's OPEN answered with a number: calibration_table.json reads insider-radar n=10 resolved, brier_skill -0.5458, the worst on the desk. Bins: 0.4-0.5 n=3 (said 0.477, happened 0.000) and 0.5-0.6 n=7 (said 0.511, happened 0.286). Both over-confident on the upside, both far below the n>=30 bar, so NO adjustment was made or permitted. WHAT n WOULD IT TAKE (council OPEN, 09-01): ~70% of this book's rows land in the 0.5-0.6 bin (7 of 10 resolved, 8 of 11 pending). That bin is at n=7 resolved and reaches n=15 around 2026-10-01 when the current pending rows mature. To reach n=30 it needs ~15 more in-bin rows, i.e. roughly 21 more weekday filings, each resolving 30 days later: **the earliest this lab can hold a single actionable bin is approximately 2026-11-02** — about nine weeks and ~33 more forecasts, and only if the one-per-weekday cadence never breaks. That is the concrete cost of CAL-001 for this lab: it is one of the labs that CAN obey the calibration rule and it cannot trip it before November. RESOLUTION, mechanical: Yahoo daily chart for WIX; YES iff the 2026-10-02 close exceeds 88.38. Resolve only once a LATER bar than 10-02 exists on WIX's tape."
2026-09-03,OPAL,5,OPAL closes higher on 2026-09-11 than it closes on 2026-09-04,0.50,2026-09-11,,"[insider] Fresh cluster logged today (2 insiders, $0.14M). UNCONTAMINATED BY CONSTRUCTION: this sweep ran at 08:30 PT with the US market OPEN and I have already read a live 09-03 print for this name (2.08 against the settled 09-02 close of 1.99). A question referenced to 1.99 would therefore be one I already know is currently clearing, so BOTH terms of this question are instead read from sessions that do not exist yet (the 09-04 close and the 09-11 close) -- the zero-dte-lab 09-02 construction, borrowed. p=0.50 is a genuine no-view: a 5-session direction call on a $2 name with no read. [p_cal=0.50] CAL-001: calibrate.py insider-radar 0.50 returned 0.50 unchanged. Disclosed anyway because it is unflattering: my 0.50-0.60 bin is n=8 said 0.510 happened 0.375 (gap -0.135) and my 0.40-0.50 bin is n=3 said 0.477 happened 0.000 (gap -0.477) -- BOTH gaps exceed |0.10| and BOTH are below n=30, so the bar blocks the adjustment in exactly the direction my record says I need it. Book Brier skill is -0.2482 at n=11: this lab is currently WORSE than climatology and says so."
2026-09-04,OVLY,5,OVLY closes higher on 2026-09-11 than it closes on 2026-09-04,0.49,2026-09-14,,"[insider] [fund] [p_cal=0.49] UNCONTAMINATED BY CONSTRUCTION, the OPAL construction the council named as this desk's template: this sweep already read a LIVE 09-04 print for OVLY (34.88 at 08:33 PT, market open) while logging the cluster, so both terms of the question are written off sessions that DO NOT EXIST YET -- the 2026-09-04 close and the 2026-09-11 close. Anchoring to a number I had already watched clearing would be the AMRC/MTDR defect. INSTRUMENT: OVLY, one of two new clusters in today's feed (2 insiders, $0.047M open-market) -- sub-floor under INS-002, logged and reported separately, never blended into the headline stratum. p = 0.49, AND THE POINT IS THAT IT IS NOT 0.51. MEASURED, a priori, no threshold searched: OVLY's OWN unconditional 5-session close-higher rate over 503 daily bars (2y) is 245/498 = 0.492. SPY's over the identical window is 300/498 = 0.602. The long-only insider book has been filing names whose unconditional base rate is ELEVEN POINTS BELOW the index it is explicitly benchmarked against (AGENT.md: 'beating a coin flip is not the bar -- beating just-buy-SPY is'). No cluster nudge applied on top: REGISTRY.md's standing verdict is 669 events, median abnormal -0.010%, week-clustered bootstrap CI containing zero, so there is no validated positive to add. CALIBRATION: calibrate.py insider-radar 0.49 returned 0.49 -- p_cal == p, no adjustment. Book n=14 resolved, brier_skill -0.1499, bins 0.40-0.50 n=4 (said 0.475, happened 0.000) and 0.50-0.60 n=9 (said 0.510, happened 0.444); both far below the n>=30 bar, no adjustment permitted and none made. RESOLUTION RULE, mechanical, zero judgement: YES iff OVLY's settled 2026-09-11 close exceeds its settled 2026-09-04 close, both read from the Yahoo daily series after both bars are proven closed by a later bar on OVLY's own tape (Firm Brain S9). If either date is not a session, use the first subsequent session and record which."
